4103-2,"Mesa de Centro - Couro Legítimo",0,0
4103-3,"Mesa de Centro - Couro Legítimo",0,0
4103-7,"Mesa de Centro - Couro Legítimo",0,1
4106-1,"Puff Baú - Couro Legítimo",0,0
7102-06-2,"Tapete de Couro - Passadeira - Preto e Branco Malhado - 0,60 x 1,50m - Quadriculado (5x5)",0,0
7102-08-2,"Tapete de Couro - Passadeira - Marrom Avermelhado Malhado - 0,60 x 1,50m - Quadriculado (5x5)",0,0
7102-07-2,"Tapete de Couro - Passadeira - Marrom Avermelhado Malhado - 0,60 x 1,50m - Quadriculado (5x5)",0,3
7107-06-2,"Tapete de Couro - Passadeira - Preto e Branco Malhado - 0,60 x 2,0m - Quadriculado (5x5",0,2
4201-3,"Banqueta Barril G - Couro Legítimo",0,0
4201-4,"Banqueta Barril G - Couro Legítimo",0,0
4201-5,"Banqueta Barril G - Couro Legítimo",0,0
6020-05,"Conjunto de Tapetes de Couro para Cozinha - Bege Claro - 2 peças",0,3
6020-04,"Conjunto de Tapetes de Couro para Cozinha - Bege Malhado - 2 peças",0,3
6020-03,"Conjunto de Tapetes de Couro para Cozinha -Champanhe Malhado - 2 peças",0,4
6020-02,"Conjunto de Tapetes de Couro para Cozinha - Exótico Claro - 2 peças",0,0
1105-15-2,"Tapete de Couro - Cinza Claro - 2,0 x 2,0 Quadriculado (5x5)",0,0
6020-01,"Conjunto de Tapetes de Couro para Cozinha - Preto e Branco - 2 peças",0,1
7107-12-2,"Tapete de Couro - Passadeira - Branco - 0,60 x 2,0m - Quadriculado (5x5)",0,0
1103-01-2,"Tapete de Couro – Preto e Branco – 1,0 x 1,5 m Quadriculado (5×5)",0,3
1203-08-2,"Tapete de Couro – Marrom Avermelhado Malhado – 1,0 x 1,5 m Quadriculado (7×7)",0,2
1303-05-1,"Tapete de Couro – Bege Claro – 1,0 x 1,5 m Quadriculado (10×10)",0,0
1303-04-2,"Tapete de Couro – Bege Malhado – 1,0 x 1,5 m Quadriculado (10×10)",0,0
