ID,SKU,Nome,Preço
10199,8308-16,"Tapete de Couro Redondo - Preto e Branco Salpicado - Quadriculado 10x10 - Redondo 3,00m Diâmetro",1879
10208,8308-35,"Tapete de Couro Redondo - Mix de Marrom, Branco e Cinza - Quadriculado 10x10 - Redondo 3,00m Diâmetro",1879
10253,8701-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 1,00m Diâmetro",289
10264,8701-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 1,00m Diâmetro",289
10275,8701-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 1,00m Diâmetro",289
10252,8702-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 1,20m Diâmetro",419
10263,8702-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 1,20m Diâmetro",419
10274,8702-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 1,20m Diâmetro",419
10251,8703-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 1,40m Diâmetro",569
10262,8703-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 1,40m Diâmetro",569
10273,8703-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 1,40m Diâmetro",569
10250,8704-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 1,60m Diâmetro",739
10261,8704-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 1,60m Diâmetro",739
10272,8704-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 1,60m Diâmetro",739
10249,8705-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 1,80m Diâmetro",939
10260,8705-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 1,80m Diâmetro",939
10271,8705-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 1,80m Diâmetro",939
10248,8706-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 2,00m Diâmetro",1169
10259,8706-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 2,00m Diâmetro",1169
10270,8706-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 2,00m Diâmetro",1169
10247,8707-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 2,50m Diâmetro",1819
10258,8707-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 2,50m Diâmetro",1819
10269,8707-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 2,50m Diâmetro",1819
10246,8708-10,"Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco - Redondo 3,00m Diâmetro",2619
10257,8708-11,"Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom - Redondo 3,00m Diâmetro",2619
10268,8708-12,"Tapete de Couro Redondo - Geométrico 3D - Cinza - Redondo 3,00m Diâmetro",2619
6996,COLMEIA_METALIZADO,Tapete de Couro Redondo - Colmeia - Metalizado,
10245,REDONDO_3D-1,Tapete de Couro Redondo - Geométrico 3D - Marrom e Branco,
10256,REDONDO_3D-2,Tapete de Couro Redondo - Geométrico 3D - Branco e Marrom,
10267,REDONDO_3D-3,Tapete de Couro Redondo - Geométrico 3D - Cinza,
10180,REDONDO_BEGE1,Tapete de Couro Redondo - Bege - Quadriculado 10x10,
10157,REDONDO_CARAMELO1,Tapete de Couro Redondo - Caramelo - Quadriculado 10x10,
10171,REDONDO_CINZA1,Tapete de Couro Redondo - Cinza - Quadriculado 10x10,
10229,REDONDO_CINZA-ESCURO,Tapete de Couro Redondo - Cinza Escuro - Quadriculado 10x10,
10189,REDONDO_MALHADO-VERMELHO1,Tapete de Couro Redondo - Marrom Avermelhado Malhado - Quadriculado 10x10,
10207,REDONDO_MIX-MARROM-BRANCO-CINZA,"Tapete de Couro Redondo - Mix de Marrom, Branco e Cinza - Quadriculado 10x10",
10218,REDONDO_PRETO-BRANCO-MALHADO,Tapete de Couro Redondo - Preto e Branco Malhado - Quadriculado 10x10,
10198,REDONDO_SALINO-PRETO-BRANCO,Tapete de Couro Redondo - Preto e Branco Salpicado - Quadriculado 10x10,
